from_community,from_id,to_community,to_id,rank,bike_possible,scheduled_ground_only,boardings,modes,operators,journey_km,schedule_cautions,summary
Chilliwack,chilliwack,Delta,delta,1,TRUE,TRUE,3,local-bus; skytrain; local-bus,BC Transit; TransLink,,,"City bus, SkyTrain, then city bus."
Chilliwack,chilliwack,Delta,delta,2,TRUE,TRUE,3,bus; skytrain; local-bus,BC Transit; TransLink,,,"City bus, SkyTrain, then city bus."
Chilliwack,chilliwack,Delta,delta,3,TRUE,TRUE,3,bus; skytrain; local-bus,Ebus; TransLink,,,"Coach bus, SkyTrain, then city bus."
Chilliwack,chilliwack,Delta,delta,4,TRUE,TRUE,3,bus; skytrain; local-bus,Mountain Man Mike's; TransLink,,limited,"Coach bus, SkyTrain, then city bus."
Chilliwack,chilliwack,Denman Island,denman-island,1,TRUE,TRUE,6,local-bus; skytrain; ferry; carpool; local-bus; ferry,BC Transit; TransLink; Hullo; Poparide; BC Ferries,,on-demand,"City bus, SkyTrain, ferry, carpool, city bus, then ferry."
Chilliwack,chilliwack,Denman Island,denman-island,2,TRUE,TRUE,6,bus; skytrain; ferry; carpool; local-bus; ferry,BC Transit; TransLink; Hullo; Poparide; BC Ferries,,on-demand,"City bus, SkyTrain, ferry, carpool, city bus, then ferry."
Chilliwack,chilliwack,Denman Island,denman-island,3,TRUE,TRUE,6,bus; skytrain; ferry; carpool; local-bus; ferry,Ebus; TransLink; Hullo; Poparide; BC Transit; BC Ferries,,on-demand,"Coach bus, SkyTrain, ferry, carpool, city bus, then ferry."
Chilliwack,chilliwack,Denman Island,denman-island,4,TRUE,TRUE,6,bus; skytrain; ferry; carpool; local-bus; ferry,Mountain Man Mike's; TransLink; Hullo; Poparide; BC Transit; BC Ferries,,limited; on-demand,"Coach bus, SkyTrain, ferry, carpool, city bus, then ferry."
Chilliwack,chilliwack,Denman Island,denman-island,5,TRUE,TRUE,7,bus; local-bus; ferry; local-bus; carpool; local-bus; ferry,Rider Express; TransLink; BC Ferries; BC Transit; Poparide,287.1,on-demand,"Coach bus, city bus, ferry, city bus, carpool, city bus, then ferry."
Chilliwack,chilliwack,Denman Island,denman-island,6,FALSE,TRUE,6,local-bus; skytrain; ferry; bus; local-bus; ferry,BC Transit; TransLink; Hullo; Island Link; BC Ferries,,,"City bus, SkyTrain, ferry, coach bus, city bus, then ferry."
Chilliwack,chilliwack,Denman Island,denman-island,7,FALSE,TRUE,6,bus; skytrain; ferry; bus; local-bus; ferry,BC Transit; TransLink; Hullo; Island Link; BC Ferries,,,"City bus, SkyTrain, ferry, coach bus, city bus, then ferry."
Chilliwack,chilliwack,Denman Island,denman-island,8,FALSE,TRUE,6,bus; skytrain; ferry; bus; local-bus; ferry,Ebus; TransLink; Hullo; Island Link; BC Transit; BC Ferries,,,"Coach bus, SkyTrain, ferry, coach bus, city bus, then ferry."
Chilliwack,chilliwack,Denman Island,denman-island,9,TRUE,FALSE,6,local-bus; skytrain; air; local-bus; local-bus; ferry,BC Transit; TransLink; Harbour Air; BC Ferries,,,"City bus, SkyTrain, plane, city bus, city bus, then ferry."
Chilliwack,chilliwack,Duncan (Cowichan Valley),duncan,1,TRUE,TRUE,4,local-bus; skytrain; ferry; local-bus,BC Transit; TransLink; Hullo,,,"City bus, SkyTrain, ferry, then city bus."
Chilliwack,chilliwack,Duncan (Cowichan Valley),duncan,2,TRUE,TRUE,4,bus; skytrain; ferry; local-bus,BC Transit; TransLink; Hullo,,,"City bus, SkyTrain, ferry, then city bus."
Chilliwack,chilliwack,Duncan (Cowichan Valley),duncan,3,TRUE,TRUE,4,bus; skytrain; ferry; local-bus,Ebus; TransLink; Hullo; BC Transit,,,"Coach bus, SkyTrain, ferry, then city bus."
Chilliwack,chilliwack,Duncan (Cowichan Valley),duncan,4,TRUE,TRUE,6,local-bus; skytrain; local-bus; ferry; local-bus; local-bus,BC Transit; TransLink; BC Ferries,,,"City bus, SkyTrain, city bus, ferry, city bus, then city bus."
Chilliwack,chilliwack,Duncan (Cowichan Valley),duncan,5,TRUE,TRUE,5,local-bus; skytrain; local-bus; bus; local-bus,BC Transit; TransLink; Wilson's Transportation (BC Connector),,,"City bus, SkyTrain, city bus, coach bus, then city bus."
Chilliwack,chilliwack,Duncan (Cowichan Valley),duncan,6,TRUE,TRUE,5,bus; local-bus; ferry; local-bus; local-bus,Rider Express; TransLink; BC Ferries; BC Transit,214.2,,"Coach bus, city bus, ferry, city bus, then city bus."
Chilliwack,chilliwack,Duncan (Cowichan Valley),duncan,7,TRUE,TRUE,6,bus; skytrain; local-bus; ferry; local-bus; local-bus,BC Transit; TransLink; BC Ferries,,,"City bus, SkyTrain, city bus, ferry, city bus, then city bus."
Chilliwack,chilliwack,Duncan (Cowichan Valley),duncan,8,TRUE,TRUE,6,local-bus; skytrain; local-bus; ferry; local-bus; bus,BC Transit; TransLink; BC Ferries,,,"City bus, SkyTrain, city bus, ferry, city bus, then city bus."
Chilliwack,chilliwack,Duncan (Cowichan Valley),duncan,9,TRUE,TRUE,5,local-bus; skytrain; local-bus; bus; bus,BC Transit; TransLink; Wilson's Transportation (BC Connector),,,"City bus, SkyTrain, city bus, coach bus, then city bus."
Chilliwack,chilliwack,Duncan (Cowichan Valley),duncan,10,TRUE,FALSE,4,local-bus; skytrain; air; local-bus,BC Transit; TransLink; Harbour Air,,,"City bus, SkyTrain, plane, then city bus."
Chilliwack,chilliwack,Fernie,fernie,1,TRUE,TRUE,2,bus; bus,Mountain Man Mike's,629.8,limited,"Coach bus, then coach bus."
Chilliwack,chilliwack,Fernie,fernie,2,TRUE,TRUE,2,bus; bus,Ebus; Mountain Man Mike's,992.7,limited,"Coach bus, then coach bus."
Chilliwack,chilliwack,Fernie,fernie,3,TRUE,FALSE,4,local-bus; skytrain; air; bus,BC Transit; TransLink; Flair Airlines; Mountain Man Mike's,,limited,"City bus, SkyTrain, plane, then coach bus."
Chilliwack,chilliwack,Gabriola Island,gabriola-island,1,TRUE,TRUE,4,local-bus; skytrain; ferry; ferry,BC Transit; TransLink; Hullo; BC Ferries,,,"City bus, SkyTrain, ferry, then ferry."
Chilliwack,chilliwack,Gabriola Island,gabriola-island,2,TRUE,TRUE,4,bus; skytrain; ferry; ferry,BC Transit; TransLink; Hullo; BC Ferries,,,"City bus, SkyTrain, ferry, then ferry."
Chilliwack,chilliwack,Gabriola Island,gabriola-island,3,TRUE,TRUE,4,bus; skytrain; ferry; ferry,Ebus; TransLink; Hullo; BC Ferries,,,"Coach bus, SkyTrain, ferry, then ferry."
Chilliwack,chilliwack,Gabriola Island,gabriola-island,4,TRUE,TRUE,4,bus; skytrain; ferry; ferry,Mountain Man Mike's; TransLink; Hullo; BC Ferries,,limited,"Coach bus, SkyTrain, ferry, then ferry."
Chilliwack,chilliwack,Gabriola Island,gabriola-island,5,TRUE,TRUE,5,bus; local-bus; ferry; local-bus; ferry,Rider Express; TransLink; BC Ferries; BC Transit,173.3,,"Coach bus, city bus, ferry, city bus, then ferry."
Chilliwack,chilliwack,Gabriola Island,gabriola-island,6,TRUE,TRUE,4,bus; bus; ferry; ferry,Ebus; Quick Shuttle (Quick Coach Lines / TRAXX); Hullo; BC Ferries,170.5,seasonal,"Coach bus, coach bus, ferry, then ferry."
Chilliwack,chilliwack,Gabriola Island,gabriola-island,7,TRUE,FALSE,4,local-bus; skytrain; air; ferry,BC Transit; TransLink; Harbour Air; BC Ferries,,,"City bus, SkyTrain, plane, then ferry."
Chilliwack,chilliwack,Galiano Island,galiano-island,1,TRUE,TRUE,4,local-bus; skytrain; local-bus; ferry,BC Transit; TransLink; BC Ferries,,,"City bus, SkyTrain, city bus, then ferry."
Chilliwack,chilliwack,Galiano Island,galiano-island,2,TRUE,TRUE,4,bus; skytrain; local-bus; ferry,BC Transit; TransLink; BC Ferries,,,"City bus, SkyTrain, city bus, then ferry."
Chilliwack,chilliwack,Galiano Island,galiano-island,3,TRUE,TRUE,4,bus; skytrain; local-bus; ferry,Ebus; TransLink; BC Ferries,,,"Coach bus, SkyTrain, city bus, then ferry."
Chilliwack,chilliwack,Galiano Island,galiano-island,4,TRUE,TRUE,4,bus; skytrain; local-bus; ferry,Mountain Man Mike's; TransLink; BC Ferries,,limited,"Coach bus, SkyTrain, city bus, then ferry."
Chilliwack,chilliwack,Galiano Island,galiano-island,5,TRUE,TRUE,5,local-bus; skytrain; local-bus; bus; ferry,BC Transit; TransLink; Wilson's Transportation (BC Connector); BC Ferries,,,"City bus, SkyTrain, city bus, coach bus, then ferry."
Chilliwack,chilliwack,Galiano Island,galiano-island,6,TRUE,FALSE,4,local-bus; skytrain; air; ferry,BC Transit; TransLink; Pacific Coastal Airlines; BC Ferries,,,"City bus, SkyTrain, plane, then ferry."
Chilliwack,chilliwack,Gibsons,gibsons,1,TRUE,TRUE,3,bus; local-bus; ferry,Rider Express; TransLink; BC Ferries,131.3,,"Coach bus, city bus, then ferry."
Chilliwack,chilliwack,Gibsons,gibsons,2,TRUE,TRUE,4,local-bus; skytrain; bus; ferry,BC Transit; TransLink; Squamish Connector; BC Ferries,,seasonal,"City bus, SkyTrain, coach bus, then ferry."
Chilliwack,chilliwack,Gibsons,gibsons,3,TRUE,TRUE,6,local-bus; skytrain; ferry; local-bus; local-bus; ferry,BC Transit; TransLink; TransLink (SeaBus); BC Ferries,,,"City bus, SkyTrain, SeaBus, city bus, city bus, then ferry."
Chilliwack,chilliwack,Gibsons,gibsons,4,TRUE,TRUE,4,bus; skytrain; bus; ferry,BC Transit; TransLink; Squamish Connector; BC Ferries,,seasonal,"City bus, SkyTrain, coach bus, then ferry."
Chilliwack,chilliwack,Gibsons,gibsons,5,TRUE,TRUE,6,bus; skytrain; ferry; local-bus; local-bus; ferry,BC Transit; TransLink; TransLink (SeaBus); BC Ferries,,,"City bus, SkyTrain, SeaBus, city bus, city bus, then ferry."
Chilliwack,chilliwack,Gibsons,gibsons,6,TRUE,TRUE,4,bus; skytrain; bus; ferry,Ebus; TransLink; Squamish Connector; BC Ferries,,seasonal,"Coach bus, SkyTrain, coach bus, then ferry."
Chilliwack,chilliwack,Gibsons,gibsons,7,TRUE,TRUE,6,bus; skytrain; ferry; local-bus; local-bus; ferry,Ebus; TransLink; TransLink (SeaBus); BC Ferries,,,"Coach bus, SkyTrain, SeaBus, city bus, city bus, then ferry."
Chilliwack,chilliwack,Golden,golden,1,TRUE,TRUE,1,bus,Ebus,474.2,,"One coach bus, straight through."
Chilliwack,chilliwack,Haida Gwaii,haida-gwaii,1,TRUE,TRUE,4,bus; bus; bus; ferry,Ebus; BC Bus North (Tahltan NST Busing Ltd.); BC Ferries,1444.4,limited,"Coach bus, coach bus, coach bus, then ferry."
Chilliwack,chilliwack,Haida Gwaii,haida-gwaii,2,TRUE,TRUE,4,bus; bus; intercity-train; ferry,Ebus; VIA Rail; BC Ferries,1416.3,limited,"Coach bus, coach bus, train, then ferry."
Chilliwack,chilliwack,Haida Gwaii,haida-gwaii,3,TRUE,FALSE,7,local-bus; skytrain; ferry; local-bus; rental-car; ferry; ferry,BC Transit; TransLink; Hullo; National Car & Truck Rental (Vancouver Island); BC Ferries,,limited,"City bus, SkyTrain, ferry, city bus, rental car, ferry, then ferry."
Chilliwack,chilliwack,Haida Gwaii,haida-gwaii,4,TRUE,TRUE,5,local-bus; skytrain; intercity-train; intercity-train; ferry,BC Transit; TransLink; VIA Rail; BC Ferries,,limited,"City bus, SkyTrain, train, train, then ferry."
Chilliwack,chilliwack,Haida Gwaii,haida-gwaii,5,TRUE,FALSE,7,bus; skytrain; ferry; local-bus; rental-car; ferry; ferry,BC Transit; TransLink; Hullo; National Car & Truck Rental (Vancouver Island); BC Ferries,,limited,"City bus, SkyTrain, ferry, city bus, rental car, ferry, then ferry."
Chilliwack,chilliwack,Haida Gwaii,haida-gwaii,6,TRUE,TRUE,5,bus; skytrain; intercity-train; intercity-train; ferry,BC Transit; TransLink; VIA Rail; BC Ferries,,limited,"City bus, SkyTrain, train, train, then ferry."
Chilliwack,chilliwack,Haida Gwaii,haida-gwaii,7,TRUE,FALSE,6,bus; local-bus; ferry; rental-car; ferry; ferry,Rider Express; TransLink; BC Ferries; National Car & Truck Rental (Vancouver Island),1073.1,limited,"Coach bus, city bus, ferry, rental car, ferry, then ferry."
Chilliwack,chilliwack,Haida Gwaii,haida-gwaii,8,TRUE,FALSE,6,bus; skytrain; ferry; rental-car; ferry; ferry,Ebus; TransLink; Hullo; Budget; BC Ferries,,limited,"Coach bus, SkyTrain, ferry, rental car, ferry, then ferry."
Chilliwack,chilliwack,Haida Gwaii,haida-gwaii,9,TRUE,FALSE,5,local-bus; skytrain; air; ferry; ferry,BC Transit; TransLink; Pacific Coastal Airlines; BC Ferries,,limited,"City bus, SkyTrain, plane, ferry, then ferry."
Chilliwack,chilliwack,Harrison Hot Springs,harrison-hot-springs,1,TRUE,TRUE,1,local-bus,BC Transit,20.6,,"One city bus, straight through."
Chilliwack,chilliwack,Hope,hope,1,TRUE,TRUE,1,bus,Ebus,44.6,,"One coach bus, straight through."
Chilliwack,chilliwack,Hornby Island,hornby-island,1,TRUE,TRUE,7,local-bus; skytrain; ferry; carpool; local-bus; ferry; ferry,BC Transit; TransLink; Hullo; Poparide; BC Ferries,,on-demand,"City bus, SkyTrain, ferry, carpool, city bus, ferry, then ferry."
Chilliwack,chilliwack,Hornby Island,hornby-island,2,TRUE,TRUE,7,bus; skytrain; ferry; carpool; local-bus; ferry; ferry,BC Transit; TransLink; Hullo; Poparide; BC Ferries,,on-demand,"City bus, SkyTrain, ferry, carpool, city bus, ferry, then ferry."
Chilliwack,chilliwack,Hornby Island,hornby-island,3,TRUE,TRUE,7,bus; skytrain; ferry; carpool; local-bus; ferry; ferry,Ebus; TransLink; Hullo; Poparide; BC Transit; BC Ferries,,on-demand,"Coach bus, SkyTrain, ferry, carpool, city bus, ferry, then ferry."
Chilliwack,chilliwack,Hornby Island,hornby-island,4,TRUE,TRUE,7,bus; skytrain; ferry; carpool; local-bus; ferry; ferry,Mountain Man Mike's; TransLink; Hullo; Poparide; BC Transit; BC Ferries,,limited; on-demand,"Coach bus, SkyTrain, ferry, carpool, city bus, ferry, then ferry."
Chilliwack,chilliwack,Hornby Island,hornby-island,5,TRUE,TRUE,8,bus; local-bus; ferry; local-bus; carpool; local-bus; ferry; ferry,Rider Express; TransLink; BC Ferries; BC Transit; Poparide,298.5,on-demand,"Coach bus, city bus, ferry, city bus, carpool, city bus, ferry, then ferry."
Chilliwack,chilliwack,Hornby Island,hornby-island,6,FALSE,TRUE,7,local-bus; skytrain; ferry; bus; local-bus; ferry; ferry,BC Transit; TransLink; Hullo; Island Link; BC Ferries,,,"City bus, SkyTrain, ferry, coach bus, city bus, ferry, then ferry."
Chilliwack,chilliwack,Hornby Island,hornby-island,7,FALSE,TRUE,7,bus; skytrain; ferry; bus; local-bus; ferry; ferry,BC Transit; TransLink; Hullo; Island Link; BC Ferries,,,"City bus, SkyTrain, ferry, coach bus, city bus, ferry, then ferry."
Chilliwack,chilliwack,Hornby Island,hornby-island,8,FALSE,TRUE,7,bus; skytrain; ferry; bus; local-bus; ferry; ferry,Ebus; TransLink; Hullo; Island Link; BC Transit; BC Ferries,,,"Coach bus, SkyTrain, ferry, coach bus, city bus, ferry, then ferry."
Chilliwack,chilliwack,Hornby Island,hornby-island,9,TRUE,FALSE,7,local-bus; skytrain; air; local-bus; local-bus; ferry; ferry,BC Transit; TransLink; Harbour Air; BC Ferries,,,"City bus, SkyTrain, plane, city bus, city bus, ferry, then ferry."
Chilliwack,chilliwack,Houston,houston,1,TRUE,TRUE,3,bus; bus; bus,Ebus; BC Bus North (Tahltan NST Busing Ltd.),938.1,limited,"Coach bus, coach bus, then coach bus."
Chilliwack,chilliwack,Houston,houston,2,TRUE,TRUE,3,bus; bus; intercity-train,Ebus; VIA Rail,925.8,limited,"Coach bus, coach bus, then train."
Chilliwack,chilliwack,Houston,houston,3,TRUE,TRUE,4,local-bus; skytrain; intercity-train; intercity-train,BC Transit; TransLink; VIA Rail,,limited,"City bus, SkyTrain, train, then train."
Chilliwack,chilliwack,Houston,houston,4,TRUE,TRUE,3,bus; intercity-train; intercity-train,Ebus; VIA Rail,1224.5,limited,"Coach bus, train, then train."
Chilliwack,chilliwack,Houston,houston,5,TRUE,TRUE,4,bus; skytrain; intercity-train; intercity-train,BC Transit; TransLink; VIA Rail,,limited,"City bus, SkyTrain, train, then train."
Chilliwack,chilliwack,Houston,houston,6,TRUE,FALSE,5,local-bus; skytrain; air; ferry; bus,BC Transit; TransLink; Pacific Coastal Airlines; BC Ferries; BC Bus North (Tahltan NST Busing Ltd.),,limited,"City bus, SkyTrain, plane, ferry, then coach bus."
Chilliwack,chilliwack,Kamloops,kamloops,1,TRUE,TRUE,1,bus,Ebus,209.0,,"One coach bus, straight through."
Chilliwack,chilliwack,Kaslo,kaslo,1,TRUE,TRUE,1,bus,Mountain Man Mike's,478.3,limited,"One coach bus, straight through."
Chilliwack,chilliwack,Kelowna,kelowna,1,TRUE,TRUE,1,bus,Ebus,239.1,,"One coach bus, straight through."
Chilliwack,chilliwack,Kimberley,kimberley,1,TRUE,TRUE,3,bus; bus; local-bus,Mountain Man Mike's; BC Transit,607.7,limited,"Coach bus, coach bus, then city bus."
Chilliwack,chilliwack,Kimberley,kimberley,2,TRUE,TRUE,3,bus; bus; local-bus,Ebus; Mountain Man Mike's; BC Transit,1069.8,limited,"Coach bus, coach bus, then city bus."
Chilliwack,chilliwack,Kimberley,kimberley,3,TRUE,FALSE,5,local-bus; skytrain; air; bus; local-bus,BC Transit; TransLink; Flair Airlines; Mountain Man Mike's,,limited,"City bus, SkyTrain, plane, coach bus, then city bus."
Chilliwack,chilliwack,Ladysmith,ladysmith,1,TRUE,TRUE,4,local-bus; skytrain; ferry; local-bus,BC Transit; TransLink; Hullo,,,"City bus, SkyTrain, ferry, then city bus."
Chilliwack,chilliwack,Ladysmith,ladysmith,2,TRUE,TRUE,4,bus; skytrain; ferry; local-bus,BC Transit; TransLink; Hullo,,,"City bus, SkyTrain, ferry, then city bus."
Chilliwack,chilliwack,Ladysmith,ladysmith,3,TRUE,TRUE,4,bus; skytrain; ferry; local-bus,Ebus; TransLink; Hullo; BC Transit,,,"Coach bus, SkyTrain, ferry, then city bus."
Chilliwack,chilliwack,Ladysmith,ladysmith,4,TRUE,TRUE,7,local-bus; skytrain; local-bus; ferry; local-bus; local-bus; local-bus,BC Transit; TransLink; BC Ferries,,,"City bus, SkyTrain, city bus, ferry, city bus, city bus, then city bus."
Chilliwack,chilliwack,Ladysmith,ladysmith,5,TRUE,TRUE,5,bus; local-bus; ferry; local-bus; local-bus,Rider Express; TransLink; BC Ferries; BC Transit,187.8,,"Coach bus, city bus, ferry, city bus, then city bus."
Chilliwack,chilliwack,Ladysmith,ladysmith,6,TRUE,TRUE,4,bus; skytrain; ferry; local-bus,Mountain Man Mike's; TransLink; Hullo; BC Transit,,limited,"Coach bus, SkyTrain, ferry, then city bus."
Chilliwack,chilliwack,Ladysmith,ladysmith,7,TRUE,TRUE,6,local-bus; skytrain; local-bus; bus; local-bus; local-bus,BC Transit; TransLink; TransLink (Coast Mountain Bus Co.); Wilson's Transportation (BC Connector),,seasonal,"City bus, SkyTrain, city bus, coach bus, city bus, then city bus."
Chilliwack,chilliwack,Ladysmith,ladysmith,8,TRUE,TRUE,7,local-bus; skytrain; local-bus; ferry; local-bus; bus; local-bus,BC Transit; TransLink; BC Ferries,,,"City bus, SkyTrain, city bus, ferry, city bus, city bus, then city bus."
Chilliwack,chilliwack,Ladysmith,ladysmith,9,TRUE,FALSE,4,local-bus; skytrain; air; local-bus,BC Transit; TransLink; Harbour Air,,,"City bus, SkyTrain, plane, then city bus."
Chilliwack,chilliwack,Langford,langford,1,TRUE,TRUE,5,local-bus; skytrain; ferry; local-bus; local-bus,BC Transit; TransLink; Hullo,,,"City bus, SkyTrain, ferry, city bus, then city bus."
Chilliwack,chilliwack,Langford,langford,2,TRUE,TRUE,6,local-bus; skytrain; local-bus; ferry; local-bus; local-bus,BC Transit; TransLink; BC Ferries,,,"City bus, SkyTrain, city bus, ferry, city bus, then city bus."
Chilliwack,chilliwack,Langford,langford,3,TRUE,TRUE,5,bus; skytrain; ferry; local-bus; local-bus,BC Transit; TransLink; Hullo,,,"City bus, SkyTrain, ferry, city bus, then city bus."
Chilliwack,chilliwack,Langford,langford,4,TRUE,TRUE,5,local-bus; skytrain; local-bus; bus; local-bus,BC Transit; TransLink; Wilson's Transportation (BC Connector),,,"City bus, SkyTrain, city bus, coach bus, then city bus."
Chilliwack,chilliwack,Langford,langford,5,TRUE,TRUE,6,bus; skytrain; local-bus; ferry; local-bus; local-bus,BC Transit; TransLink; BC Ferries,,,"City bus, SkyTrain, city bus, ferry, city bus, then city bus."
Chilliwack,chilliwack,Langford,langford,6,TRUE,TRUE,5,bus; skytrain; ferry; local-bus; local-bus,Ebus; TransLink; Hullo; BC Transit,,,"Coach bus, SkyTrain, ferry, city bus, then city bus."
Chilliwack,chilliwack,Langford,langford,7,TRUE,TRUE,5,bus; skytrain; local-bus; bus; local-bus,BC Transit; TransLink; Wilson's Transportation (BC Connector),,,"City bus, SkyTrain, city bus, coach bus, then city bus."
Chilliwack,chilliwack,Langford,langford,8,TRUE,FALSE,4,local-bus; skytrain; air; local-bus,BC Transit; TransLink; Harbour Air,,,"City bus, SkyTrain, plane, then city bus."
Chilliwack,chilliwack,Langley,langley,1,TRUE,TRUE,1,local-bus,BC Transit,64.5,,"One city bus, straight through."
Chilliwack,chilliwack,Langley,langley,2,TRUE,TRUE,1,bus,BC Transit,63.6,,"One city bus, straight through."
Chilliwack,chilliwack,Langley,langley,3,TRUE,TRUE,2,bus; local-bus,Ebus; BC Transit,60.2,,"Coach bus, then city bus."
Chilliwack,chilliwack,Maple Ridge,maple-ridge,1,TRUE,TRUE,3,local-bus; skytrain; local-train,BC Transit; TransLink; TransLink (West Coast Express),,limited,"City bus, SkyTrain, then train."
